"","dataset.num","variable","level","year","satt","lower90","upper90"
"65","1705","X1","1",NA,20.3850182875021,6.33199932473345,34.4380372502708
"66","1705","X2","A",NA,22.2180813422906,4.36711025015528,40.0690524344259
"67","1705","X2","B",NA,4.86842430605611,-17.0552071257791,26.7920557378913
"68","1705","X2","C",NA,9.64351510415304,-7.47385182767249,26.7608820359786
"69","1705","X3","0",NA,-12.5343806090923,-29.3804402918038,4.31167907361926
"70","1705","X3","1",NA,37.7068251068847,22.8615898669839,52.5520603467856
"71","1705","X4","A",NA,5.9725759480973,-5.42553841201341,17.370690308208
"72","1705","X4","B",NA,9.66447648001053,-27.7442487384862,47.0732016985073
"73","1705","X4","C",NA,-19.9987898242507,-83.372464308212,43.3748846597106
"74","1705","X5","0",NA,25.4872929044407,6.35213417417452,44.6224516347068
"75","1705","X5","1",NA,12.0438552793523,-2.22780154955739,26.315512108262
"76","1706","Overall","NA","NA",19.7980360183792,0.942843446827823,38.6532285899306
"77","1706","Overall","NA","3",25.3098132162934,7.75579700409226,42.8638294284945
"78","1706","Overall","NA","4",12.0878718125666,-9.63311251125734,33.8088561363906
"79","1706","X1","0",NA,48.2418665087134,21.052698725072,75.4310342923549
"80","1706","X1","1",NA,-10.8965093080021,-32.2911738634939,10.4981552474897
"81","1706","X2","A",NA,6.73197135757187,-15.3752980077809,28.8392407229246
"82","1706","X2","B",NA,28.8296682161993,-6.4314563001735,64.090792732572
"83","1706","X2","C",NA,-3.45893420636889,-31.0032057352027,24.0853373224649
"84","1706","X3","0",NA,10.9364769654717,-15.4282927374414,37.3012466683847
"85","1706","X3","1",NA,12.4325780017768,-8.01878402050005,32.8839400240537
"86","1706","X4","A",NA,2.87889679991804,-15.602273733485,21.360067333321
"87","1706","X4","B",NA,68.5077560031561,28.4285519852161,108.586960021096
"88","1706","X4","C",NA,-9.67356487475286,-58.8456463053362,39.4985165558305
"89","1706","X5","0",NA,11.6308127190468,-7.65750061996762,30.9191260580613
"90","1706","X5","1",NA,-14.8103117610583,-51.0328156033296,21.412192081213
"91","1707","Overall","NA","NA",6.34933640747067,-6.42285718970596,19.1215300046473
"92","1707","Overall","NA","3",-11.1323683842609,-24.5200356361878,2.25529886766611
"93","1707","Overall","NA","4",24.5493696825702,5.67588679411616,43.4228525710242
"94","1707","X1","0",NA,12.0665611892764,-8.46120036669566,32.5943227452485
"95","1707","X1","1",NA,6.7240107367802,-13.10345110982,26.5514725833804
"96","1707","X2","A",NA,37.1789866164859,18.3111703863845,56.0468028465872
"97","1707","X2","B",NA,4.28939796295708,-18.7390971618254,27.3178930877395
"98","1707","X2","C",NA,-33.657077633756,-57.9117746544463,-9.40238061306571
"99","1707","X3","0",NA,-1.90159895185639,-25.5194610393955,21.7162631356827
"100","1707","X3","1",NA,18.2471347642113,-0.0302487700509033,36.5245182984735
"101","1707","X4","A",NA,-6.47040284393347,-21.5928759190561,8.65207023118919
"102","1707","X4","B",NA,40.6180498843444,7.34290003737149,73.8931997313173
"103","1707","X4","C",NA,95.7272115043352,32.7965540053389,158.657869003331
"104","1707","X5","0",NA,17.4677069495763,-2.68488833353374,37.6203022326863
"105","1707","X5","1",NA,0.569463695269405,-20.0526954496114,21.1916228401502
"106","1708","Overall","NA","NA",10.7654795413505,-3.87457594658859,25.4055350292896
"107","1708","Overall","NA","3",10.3369231175102,-4.56519418227208,25.2390404172925
"108","1708","Overall","NA","4",10.1932783438929,-11.0737523947424,31.4603090825282
"109","1708","X1","0",NA,14.8573722864858,-4.66615082192586,34.3808953948974
"110","1708","X1","1",NA,9.39045405948445,-7.53077581364417,26.3116839326131
"111","1708","X2","A",NA,31.4411131057307,4.91254806745163,57.9696781440097
"112","1708","X2","B",NA,-2.77784320158935,-36.0731498441781,30.5174634409994
"113","1708","X2","C",NA,4.03392649096395,-19.9945297650773,28.0623827470052
"114","1708","X3","0",NA,21.6830614217126,0.128896034557602,43.2372268088677
"115","1708","X3","1",NA,6.22438230795592,-15.5296810711552,27.978445687067
"116","1708","X4","A",NA,14.6292720429133,-1.79522906434906,31.0537731501756
"117","1708","X4","B",NA,8.78876776273955,-25.4199269012478,42.9974624267269
"118","1708","X4","C",NA,64.7059660288746,20.9044611614584,108.507470896291
"119","1708","X5","0",NA,-0.0707267771042552,-27.1420476773094,27.0005941231009
"120","1708","X5","1",NA,28.8990921705865,5.96774281689335,51.8304415242797
"121","1709","Overall","NA","NA",29.3360471467067,17.2812909682442,41.3908033251693
"122","1709","Overall","NA","3",13.6410584694927,2.27878359329353,25.0033333456918
"123","1709","Overall","NA","4",36.5546030552746,20.006291019393,53.1029150911561
"124","1709","X1","0",NA,27.161178334238,9.7468372844195,44.5755193840565
"125","1709","X1","1",NA,28.0634036650247,12.0302310592448,44.0965762708046
"126","1709","X2","A",NA,21.6588182735577,4.20540869192804,39.1122278551874
"127","1709","X2","B",NA,18.2182600446458,-0.980775498321986,37.4172955876137
"128","1709","X2","C",NA,23.5856631978752,5.50390855321152,41.6674178425389
"129","1709","X3","0",NA,54.2438198915277,32.5094249090151,75.9782148740403
"130","1709","X3","1",NA,17.4287062634587,5.0166201592081,29.8407923677093
"131","1709","X4","A",NA,23.2598383126467,10.6561076147735,35.8635690105199
"132","1709","X4","B",NA,-1.89061604553422,-27.1665953071956,23.3853632161272
"133","1709","X4","C",NA,13.2367649696382,-18.8099605413874,45.2834904806639
"134","1709","X5","0",NA,16.4387287636325,-0.543638332494446,33.4210958597595
"135","1709","X5","1",NA,33.0412491074965,17.1333811770791,48.9491170379139
"136","1710","Overall","NA","NA",-9.73910832546539,-28.522985890275,9.04476923934416
"137","1710","Overall","NA","3",-12.4532574903772,-23.6096819617045,-1.29683301904976
"138","1710","Overall","NA","4",2.89511638149224,-18.1001297552894,23.8903625182739
"139","1710","X1","0",NA,11.4656787914209,-4.24395141563598,27.1753089984779
"140","1710","X1","1",NA,-19.9625813661803,-44.0190066672576,4.09384393489695
"141","1710","X2","A",NA,13.6461420060023,-22.7293984969785,50.0216825089831
"142","1710","X2","B",NA,-18.1517500936366,-39.8848150258076,3.58131483853448
"143","1710","X2","C",NA,-32.5982885553326,-60.7050643123023,-4.49151279836292
"144","1710","X3","0",NA,-1.45273601614622,-21.9761441065538,19.0706720742614
"145","1710","X3","1",NA,-11.6817307796302,-37.6005808279319,14.2371192686714
"146","1710","X4","A",NA,-16.0588515598417,-35.0651032507728,2.94740013108932
"147","1710","X4","B",NA,23.576507006424,1.68601471616243,45.4669992966855
"148","1710","X4","C",NA,16.6228795891454,-29.5144817972322,62.760240975523
"149","1710","X5","0",NA,-0.872111638687102,-27.3436448837994,25.5994216064252
"150","1710","X5","1",NA,-10.4619148488714,-22.4822152405893,1.55838554284647
"151","1711","Overall","NA","NA",6.99500021544782,-5.08321687580019,19.0732173066958
"152","1711","Overall","NA","3",-8.80848943751198,-24.071693426867,6.45471455184302
"153","1711","Overall","NA","4",33.8966735783206,16.227439571714,51.5659075849272
"154","1711","X1","0",NA,21.4451947021807,1.59756608499389,41.2928233193676
"155","1711","X1","1",NA,-5.79042501638696,-19.8270280203976,8.24617798762371
"156","1711","X2","A",NA,19.5005652660475,-1.95658742212496,40.9577179542199
"157","1711","X2","B",NA,6.85656478382748,-14.513269420263,28.2263989879179
"158","1711","X2","C",NA,-6.72559744761725,-29.0103203096723,15.5591254144378
"159","1711","X3","0",NA,22.1782263002522,1.6969881998985,42.6594644006058
"160","1711","X3","1",NA,0.0672929065924563,-15.2080906169918,15.3426764301767
"161","1711","X4","A",NA,15.2768820549741,-2.72312322673911,33.2768873366872
"162","1711","X4","B",NA,34.806745226444,-4.10883476895189,73.72232522184
"163","1711","X4","C",NA,45.0940114143191,-16.102505752001,106.290528580639
"164","1711","X5","0",NA,19.6750647577715,1.08663379636985,38.2634957191731
"165","1711","X5","1",NA,15.9549357118713,-4.43102383043673,36.3408952541792
"166","1712","Overall","NA","NA",10.7539279454613,-0.772127692036602,22.2799835829593
"167","1712","Overall","NA","3",-4.09976845169808,-15.705651828181,7.50611492478479
"168","1712","Overall","NA","4",60.5877257623251,34.5098809668545,86.6655705577957
"169","1712","X1","0",NA,23.0249186765955,6.34158610731862,39.7082512458723
"170","1712","X1","1",NA,13.1303907893978,-1.83455166642317,28.0953332452187
"171","1712","X2","A",NA,6.48947087127817,-16.0559309139717,29.0348726565281
"172","1712","X2","B",NA,8.04449379464404,-10.7130925535218,26.8020801428099
"173","1712","X2","C",NA,39.8672140789192,21.7302136159218,58.0042145419166
"174","1712","X3","0",NA,-3.18151147260687,-26.375806478826,20.0127835336123
"175","1712","X3","1",NA,41.9001513484477,25.9775021452204,57.822800551675
"176","1712","X4","A",NA,9.05937750422254,-3.80244659804127,21.9212016064864
"177","1712","X4","B",NA,0.816342065134904,-29.3310060051176,30.9636901353874
"178","1712","X4","C",NA,117.839937376455,49.7298827957418,185.949991957167
"179","1712","X5","0",NA,-23.445171768999,-45.147163369607,-1.74318016839099
"180","1712","X5","1",NA,39.5795814359508,26.1110741728739,53.0480886990276
"181","1713","Overall","NA","NA",37.3863957744202,24.2823696438922,50.4904219049482
"182","1713","Overall","NA","3",13.5976760100423,2.36220731216905,24.8331447079155
"183","1713","Overall","NA","4",42.1855747058646,25.7839419626162,58.587207449113
"184","1713","X1","0",NA,14.6561933497953,-1.70999212663333,31.022378826224
"185","1713","X1","1",NA,20.4460133672223,3.84199738935232,37.0500293450924
"186","1713","X2","A",NA,28.8018926825787,8.97547480536273,48.6283105597946
"187","1713","X2","B",NA,17.179067521492,-2.8639758610866,37.2221109040706
"188","1713","X2","C",NA,29.4097701657313,9.33096278013171,49.4885775513309
"189","1713","X3","0",NA,24.88539900454,6.82913734106029,42.9416606680197
"190","1713","X3","1",NA,41.5870497959309,24.2736551180139,58.9004444738478
"191","1713","X4","A",NA,39.8477573032167,24.7594442926648,54.9360703137685
"192","1713","X4","B",NA,48.3001992783327,4.88009124211537,91.72030731455
"193","1713","X4","C",NA,75.52447995425,33.0586800960425,117.990279812457
"194","1713","X5","0",NA,45.479627582926,30.9604525166844,59.9988026491676
"195","1713","X5","1",NA,17.3201437992498,-1.13024355252772,35.7705311510272
"196","1714","Overall","NA","NA",23.939474951856,11.5007088439986,36.3782410597135
"197","1714","Overall","NA","3",6.52595997742583,-5.796723249964,18.8486432048157
"198","1714","Overall","NA","4",32.6482017724002,15.6646260989507,49.6317774458497
"199","1714","X1","0",NA,13.000828099817,-3.81743645514723,29.8190926547812
"200","1714","X1","1",NA,26.1102555125822,10.9139489711001,41.3065620540642
"201","1714","X2","A",NA,11.766591143421,-9.96385526097692,33.4970375478189
"202","1714","X2","B",NA,57.0346616114264,40.8437685061884,73.2255547166644
"203","1714","X2","C",NA,7.27280819619114,-20.5292231233193,35.0748395157016
"204","1714","X3","0",NA,31.9546083872415,17.1978330937208,46.7113836807621
"205","1714","X3","1",NA,11.3868579112582,-8.65761684611401,31.4313326686304
"206","1714","X4","A",NA,9.0334648986759,-3.7049144202151,21.7718442175669
"207","1714","X4","B",NA,37.9484640761229,-4.67662396367086,80.5735521159168
"208","1714","X4","C",NA,102.570939006578,57.8186117588927,147.323266254263
"209","1714","X5","0",NA,11.0591869393568,-4.19940819378923,26.3177820725028
"210","1714","X5","1",NA,15.3340922389239,-2.25225624087938,32.9204407187271
"211","1715","Overall","NA","NA",26.8079662696878,13.4927405450329,40.1231919943426
"212","1715","Overall","NA","3",27.0293662800143,13.9625909405031,40.0961416195255
"213","1715","Overall","NA","4",64.4423512806343,39.9354976091056,88.949204952163
"214","1715","X1","0",NA,56.6171639213337,31.5748972635373,81.6594305791302
"215","1715","X1","1",NA,32.3887663692594,8.2734776068936,56.5040551316253
"216","1715","X2","A",NA,18.3874803879985,-5.16036711196989,41.9353278879669
"217","1715","X2","B",NA,26.2679216561291,-6.00649036582086,58.5423336780792
"218","1715","X2","C",NA,67.4360754095676,48.981652020079,85.8904987990562
"219","1715","X3","0",NA,38.8147555645787,13.4477401297584,64.181770999399
"220","1715","X3","1",NA,29.9344434173436,9.51369350375867,50.3551933309285
"221","1715","X4","A",NA,38.2300123260848,18.2396249007796,58.22039975139
"222","1715","X4","B",NA,33.5394490839158,-3.02780788090576,70.1067060487373
"223","1715","X4","C",NA,94.2965240798158,20.1575243408409,168.435523818791
"224","1715","X5","0",NA,10.2902154263161,-5.0638976874091,25.6443285400413
"225","1715","X5","1",NA,31.7565229843053,5.08360835034528,58.4294376182654
"226","1716","Overall","NA","NA",42.4945270281714,28.1142943465662,56.8747597097767
"227","1716","Overall","NA","3",26.8571441557756,12.5897559928629,41.1245323186882
"228","1716","Overall","NA","4",47.7774675089288,28.1411026000787,67.4138324177789
"229","1716","X1","0",NA,29.5754286888855,8.73069863260561,50.4201587451654
"230","1716","X1","1",NA,47.5467398752917,28.0350576890134,67.0584220615699
"231","1716","X2","A",NA,14.7979603301244,-9.2293984180809,38.8253190783297
"232","1716","X2","B",NA,85.5686732419717,65.0942025302023,106.043143953741
"233","1716","X2","C",NA,7.00515759409245,-16.8484611955781,30.858776383763
"234","1716","X3","0",NA,28.2975449969401,4.12020391492556,52.4748860789547
"235","1716","X3","1",NA,62.3484665455323,45.2622939306507,79.434639160414
"236","1716","X4","A",NA,42.9106293339967,26.6342843784115,59.1869742895819
"237","1716","X4","B",NA,18.4675071640406,-8.63895703575743,45.5739713638387
"238","1716","X4","C",NA,84.3443880304812,29.9121029419075,138.776673119055
"239","1716","X5","0",NA,37.8588866572629,15.6988448047097,60.0189285098161
"240","1716","X5","1",NA,45.3423378972925,27.0967804407745,63.5878953538105
"241","1717","Overall","NA","NA",22.8009701563897,9.80172861808935,35.80021169469
"242","1717","Overall","NA","3",10.8257286640344,-1.53886423771992,23.1903215657887
"243","1717","Overall","NA","4",33.8973797961992,17.0223692807865,50.7723903116118
"244","1717","X1","0",NA,5.55551992088999,-14.3243089306352,25.4353487724152
"245","1717","X1","1",NA,43.6720318684959,25.9032447062741,61.4408190307176
"246","1717","X2","A",NA,16.8942363250314,-9.00883398697785,42.7973066370407
"247","1717","X2","B",NA,37.7825030670447,17.127456965599,58.4375491684903
"248","1717","X2","C",NA,51.083748804082,27.4654735961141,74.7020240120499
"249","1717","X3","0",NA,-7.26314906646303,-23.4939674927363,8.96766935981021
"250","1717","X3","1",NA,22.8069952898638,5.82378590425747,39.7902046754702
"251","1717","X4","A",NA,28.9020777653909,14.8377962630536,42.9663592677283
"252","1717","X4","B",NA,8.44782720231456,-27.0902997227709,43.9859541274
"253","1717","X4","C",NA,-7.3375981832562,-43.9646463616576,29.2894499951451
"254","1717","X5","0",NA,-8.05994311155132,-25.1999820858667,9.08009586276403
"255","1717","X5","1",NA,51.9312301281402,33.2993143470718,70.5631459092087
"256","1718","Overall","NA","NA",11.8437668177266,-2.53355283432742,26.2210864697807
"257","1718","Overall","NA","3",4.96465245002764,-8.99028964982627,18.9195945498816
"258","1718","Overall","NA","4",22.5977773961854,0.283481339738607,44.9120734526322
"259","1718","X1","0",NA,-26.5788472135914,-45.6830697953051,-7.47462463187771
"260","1718","X1","1",NA,40.9934460737982,24.1075090976349,57.8793830499614
"261","1718","X2","A",NA,-6.63107606442418,-26.9994614941245,13.7373093652761
"262","1718","X2","B",NA,22.939441039965,2.9514907848233,42.9273912951067
"263","1718","X2","C",NA,16.4938023233324,-14.2605917878543,47.2481964345191
"264","1718","X3","0",NA,22.812548570686,-1.74777111522623,47.3728682565982
"265","1718","X3","1",NA,15.0102404531606,-6.00833902212116,36.0288199284423
"266","1718","X4","A",NA,19.6418543942018,2.89686837154914,36.3868404168545
"267","1718","X4","B",NA,12.2386154785349,-17.135378691035,41.6126096481049
"268","1718","X4","C",NA,-52.197095353765,-86.4460908606722,-17.9480998468578
"269","1718","X5","0",NA,0.653045409246261,-20.1828288777219,21.4889196962144
"270","1718","X5","1",NA,13.2588776286957,-2.73127022644371,29.2490254838351
"271","1719","Overall","NA","NA",16.3900495634302,6.02520363376139,26.7548954930991
"272","1719","Overall","NA","3",18.5695146663638,5.6822555673473,31.4567737653804
"273","1719","Overall","NA","4",16.1054762255969,1.30863473984385,30.90231771135
"274","1719","X1","0",NA,19.8871822381043,0.445679455077681,39.3286850211309
"275","1719","X1","1",NA,38.3778372714035,20.9696962151883,55.7859783276186
"276","1719","X2","A",NA,15.5383540884629,-3.10831672015624,34.1850248970821
"277","1719","X2","B",NA,12.5215207007407,-15.7781410486307,40.821182450112
"278","1719","X2","C",NA,54.6257996171978,31.2919450030306,77.959654231365
"279","1719","X3","0",NA,20.548874290356,6.12994922733474,34.9677993533773
"280","1719","X3","1",NA,10.0871268952069,-4.45929395998778,24.6335477504016
"281","1719","X4","A",NA,8.9051021644641,-1.83474078983109,19.6449451187593
"282","1719","X4","B",NA,69.0849097034038,13.5264898740528,124.643329532755
"283","1719","X4","C",NA,34.1750181596437,12.1881756852058,56.1618606340817
"284","1719","X5","0",NA,2.22955088263234,-12.2341084910615,16.6932102563262
"285","1719","X5","1",NA,38.7146391734036,23.3641845093373,54.0650938374699
"286","1720","Overall","NA","NA",36.1510800843002,23.6664972717661,48.6356628968344
"287","1720","Overall","NA","3",33.0145455515558,18.8843931428791,47.1446979602325
"288","1720","Overall","NA","4",33.5196040639808,17.4983667827117,49.5408413452498
"289","1720","X1","0",NA,47.8525684845242,26.9019927007191,68.8031442683294
"290","1720","X1","1",NA,39.4484369378179,21.9347739711051,56.9620999045306
"291","1720","X2","A",NA,42.4807573459721,19.6484783432282,65.3130363487159
"292","1720","X2","B",NA,46.9691587346579,27.4440894925634,66.4942279767524
"293","1720","X2","C",NA,30.2973611853913,12.1147478962466,48.479974474536
"294","1720","X3","0",NA,52.0412076668658,32.9161456949683,71.1662696387634
"295","1720","X3","1",NA,23.8669500580986,9.02543829349977,38.7084618226975
"296","1720","X4","A",NA,58.3509099496937,43.6865082626372,73.0153116367501
"297","1720","X4","B",NA,-20.9015086914228,-48.3185730782523,6.51555569540666
"298","1720","X4","C",NA,16.9608359893095,-40.6363690121522,74.5580409907713
"299","1720","X5","0",NA,33.6153132967493,16.4868056701236,50.7438209233749
"300","1720","X5","1",NA,37.2857590992821,19.2815539529962,55.2899642455681
"301","1721","Overall","NA","NA",42.2430020220452,30.3265757586824,54.1594282854079
"302","1721","Overall","NA","3",16.5377619806475,4.33006089754719,28.7454630637478
"303","1721","Overall","NA","4",52.6389428723337,38.0235345871528,67.2543511575145
"304","1721","X1","0",NA,66.6231088159609,47.6755746862618,85.57064294566
"305","1721","X1","1",NA,30.0848377377727,13.0214046318594,47.1482708436859
"306","1721","X2","A",NA,57.1945727515613,35.7076389966687,78.6815065064539
"307","1721","X2","B",NA,31.245792915523,12.0249450624774,50.4666407685686
"308","1721","X2","C",NA,26.2161229832459,5.35705842353963,47.0751875429522
"309","1721","X3","0",NA,55.9312222045348,37.846930409143,74.0155139999267
"310","1721","X3","1",NA,19.0179522026306,4.92644704008742,33.1094573651737
"311","1721","X4","A",NA,28.4217038503318,15.9685429227614,40.8748647779023
"312","1721","X4","B",NA,44.1664367610983,9.02967345579261,79.3032000664041
"313","1721","X4","C",NA,89.7534012158671,24.6119774436317,154.894824988103
"314","1721","X5","0",NA,44.5398725807929,28.5503586180309,60.529386543555
"315","1721","X5","1",NA,48.0397044203683,27.6025310310762,68.4768778096604
"316","1722","Overall","NA","NA",13.5188193031008,2.21862878059882,24.8190098256028
"317","1722","Overall","NA","3",16.5880217859401,4.84558452439732,28.3304590474829
"318","1722","Overall","NA","4",45.204657261073,29.0533435626878,61.3559709594581
"319","1722","X1","0",NA,18.1069811662721,7.25467496850954,28.9592873640347
"320","1722","X1","1",NA,-7.83995638914644,-26.3231021303061,10.6431893520132
"321","1722","X2","A",NA,-5.74804060617362,-21.2799934283317,9.78391221598451
"322","1722","X2","B",NA,76.9873272417863,59.7461058626741,94.2285486208985
"323","1722","X2","C",NA,-31.0257968891731,-52.2679632833054,-9.78363049504077
"324","1722","X3","0",NA,27.1898361769977,12.1044728861134,42.275199467882
"325","1722","X3","1",NA,1.94249625183966,-13.3844639135381,17.2694564172174
"326","1722","X4","A",NA,27.1504668033479,13.2855023571484,41.0154312495473
"327","1722","X4","B",NA,23.9554905184482,-8.77811344525905,56.6890944821554
"328","1722","X4","C",NA,-1.58786318376656,-39.7127122563108,36.5369858887777
"329","1722","X5","0",NA,4.61324267092505,-7.40348063933815,16.6299659811882
"330","1722","X5","1",NA,13.3372930136043,-14.3333247276731,41.0079107548816
"331","1723","Overall","NA","NA",14.9382140570401,3.82873185836696,26.0476962557133
"332","1723","Overall","NA","3",19.7952523049644,8.04900301260545,31.5415015973233
"333","1723","Overall","NA","4",3.42372001478179,-29.8123523069762,36.6597923365398
"334","1723","X1","0",NA,46.8884122284608,32.5900693988932,61.1867550580284
"335","1723","X1","1",NA,-13.4855464524651,-30.3958946308224,3.42480172589218
"336","1723","X2","A",NA,-19.5731089725791,-41.2508568487791,2.10463890362086
"337","1723","X2","B",NA,35.6434013634203,14.96052397648,56.3262787503605
"338","1723","X2","C",NA,59.7851913271186,38.549808137066,81.0205745171712
"339","1723","X3","0",NA,25.692633432961,3.82719937558836,47.5580674903336
"340","1723","X3","1",NA,22.9639598028616,8.14207969374139,37.7858399119818
"341","1723","X4","A",NA,20.6590412182504,8.01007751632942,33.3080049201714
"342","1723","X4","B",NA,14.5680237721883,-26.1284228014928,55.2644703458695
"343","1723","X4","C",NA,-30.8005277074367,-58.2290268478173,-3.37202856705607
"344","1723","X5","0",NA,6.17062859216094,-8.83117084611873,21.1724280304406
"345","1723","X5","1",NA,30.0985568930803,11.0226467598709,49.1744670262897
"346","1724","Overall","NA","NA",9.78989707211485,-3.16250607021719,22.7423002144469
"347","1724","Overall","NA","3",-2.67892694770057,-16.8118894057401,11.4540355103389
"348","1724","Overall","NA","4",22.1530603632975,5.89520057879682,38.4109201477982
"349","1724","X1","0",NA,5.4596529518742,-9.33974478131526,20.2590506850637
"350","1724","X1","1",NA,24.5558094418111,4.27745845771339,44.8341604259088
"351","1724","X2","A",NA,31.2171682817948,7.69197884899589,54.7423577145937
"352","1724","X2","B",NA,0.19016992455613,-20.1866799418581,20.5670197909703
"353","1724","X2","C",NA,7.30396232626254,-22.2747082902254,36.8826329427505
"354","1724","X3","0",NA,5.23405008668851,-12.0632939375249,22.5313941109019
"355","1724","X3","1",NA,12.7534797689232,-5.08412123875708,30.5910807766034
"356","1724","X4","A",NA,-4.07965080303575,-19.2913341095732,11.1320325035017
"357","1724","X4","B",NA,61.6802036104834,24.1012963561061,99.2591108648608
"358","1724","X4","C",NA,84.9870935456695,37.2516514329126,132.722535658426
"359","1724","X5","0",NA,17.3574547930784,-3.2576158863173,37.9725254724742
"360","1724","X5","1",NA,9.38263695563523,-10.0222914838104,28.7875653950808
"361","1725","Overall","NA","NA",3.71625802787503,-8.71521815786716,16.1477342136172
